Time,WheelAngle,WheelAngleIncr,OnWheel,WheelStart,WheelStop,Timestamp,79935571.417600006
804,0,104687,0,0,0,79935571.545599997
889,0,104687,0,0,0,79935651.532800004
975,0,104687,0,0,0,79935737.433600008
1060,0,104687,0,0,0,79935823.078400001
1146,0,104687,0,0,0,79935909.043200001
1232,0,104687,0,0,0,79935994.688000008
1317,0,104687,0,0,0,79936080.243200004
1403,0,104687,0,0,0,79936165.926400006
1489,0,104687,0,0,0,79936251.801600009
1574,0,104687,0,0,0,79936337.446400002
1660,0,104687,0,0,0,79936423.232000008
1746,0,104687,0,0,0,79936508.774400011
1831,0,104687,0,0,0,79936594.688000008
1917,0,104687,0,0,0,79936680.486400008
2003,0,104687,0,0,0,79936766.054399997
2089,0,104687,0,0,0,79936851.737599999
2174,0,104687,0,0,0,79936937.472000003
2260,0,104687,0,0,0,79937023.040000007
2346,0,104687,0,0,0,79937108.876800001
2431,0,104687,0,0,0,79937194.688000008
2517,0,104687,0,0,0,79937280.281599998
2603,0,104687,0,0,0,79937365.926400006
2688,0,104687,0,0,0,79937451.699200004
2774,0,104687,0,0,0,79937537.510399997
2860,0,104687,0,0,0,79937623.2192
2945,0,104687,0,0,0,79937708.889600009
3031,0,104687,0,0,0,79937794.57280001
3117,0,104687,0,0,0,79937880.409600005
3203,0,104687,0,0,0,79937966.054399997
3288,0,104687,0,0,0,79938051.711999997
3374,0,104687,0,0,0,79938137.523200005
3460,0,104687,0,0,0,79938223.129600003
3545,0,104687,0,0,0,79938309.0176
3631,0,104687,0,0,0,79938394.662400007
3717,0,104687,0,0,0,79938480.358400002
3802,0,104687,0,0,0,79938566.105599999
3889,0,104687,0,0,0,79938651.891200006
3975,0,104687,0,0,0,79938737.548800007
4061,0,104687,0,0,0,79938823.11680001
4146,0,104687,0,0,0,79938909.094400004
4232,0,104687,0,0,0,79938994.867200002
4318,0,104687,0,0,0,79939080.486400008
4403,0,104687,0,0,0,79939166.041600004
4489,0,104687,0,0,0,79939252.044799998
4575,0,104687,0,0,0,79939337.600000009
4660,0,104687,0,0,0,79939423.296000004
4746,0,104687,0,0,0,79939508.953600004
4832,0,104687,0,0,0,79939594.828800008
4918,0,104687,0,0,0,79939680.576000005
5003,0,104687,0,0,0,79939766.144000009
5089,0,104687,0,0,0,79939851.840000004
5175,0,104687,0,0,0,79939937.689600006
5260,0,104687,0,0,0,79940023.347200006
5346,0,104687,0,0,0,79940109.094400004
5432,0,104687,0,0,0,79940194.777600005
5518,0,104687,0,0,0,79940280.614399999
5603,0,104687,0,0,0,79940366.297600001
5689,0,104687,0,0,0,79940451.980800003
5775,0,104687,0,0,0,79940537.612800002
5860,0,104687,0,0,0,79940623.462400004
5946,0,104687,0,0,0,79940709.158399999
6032,0,104687,0,0,0,79940794.905599996
6117,0,104687,0,0,0,79940880.627200007
6203,0,104687,0,0,0,79940966.374400005
6289,0,104687,0,0,0,79941052.006400004
6374,0,104687,0,0,0,79941137.651199996
6460,0,104687,0,0,0,79941223.359999999
6546,0,104687,0,0,0,79941309.196800008
6632,0,104687,0,0,0,79941394.969600007
6717,0,104687,0,0,0,79941480.550400004
6803,0,104687,0,0,0,79941566.272
6889,0,104687,0,0,0,79941651.955200002
6974,0,104687,0,0,0,79941737.843199998
7060,0,104687,0,0,0,79941823.462400004
7146,0,104687,0,0,0,79941909.248000011
7231,0,104687,0,0,0,79941994.931199998
7317,0,104687,0,0,0,79942080.704000011
7403,0,104687,0,0,0,79942166.33600001
7489,0,104687,0,0,0,79942252.032000005
7574,0,104687,0,0,0,79942337.817599997
7660,0,104687,0,0,0,79942423.577600002
7746,0,104687,0,0,0,79942509.299199998
7831,0,104687,0,0,0,79942594.918400005
7917,0,104687,0,0,0,79942680.512000009
8003,0,104687,0,0,0,79942766.259200007
8088,0,104687,0,0,0,79942852.159999996
8174,0,104687,0,0,0,79942937.804800004
8260,0,104687,0,0,0,79943023.475199997
8345,0,104687,0,0,0,79943109.132799998
8431,0,104687,0,0,0,79943195.046400011
8517,0,104687,0,0,0,79943280.640000001
8603,0,104687,0,0,0,79943366.348800004
8688,0,104687,0,0,0,79943452.019199997
8774,0,104687,0,0,0,79943537.907200009
8860,0,104687,0,0,0,79943623.628800005
8945,0,104687,0,0,0,79943709.350400001
9031,0,104687,0,0,0,79943794.969600007
9117,0,104687,0,0,0,79943880.768000007
9202,0,104687,0,0,0,79943966.5792
9288,0,104687,0,0,0,79944052.121600002
9374,0,104687,0,0,0,79944137.766400009
9460,0,104687,0,0,0,79944223.680000007
9545,0,104687,0,0,0,79944309.337600008
9631,0,104687,0,0,0,79944395.059200004
9717,0,104687,0,0,0,79944480.665600002
9802,0,104687,0,0,0,79944566.592000008
9888,0,104687,0,0,0,79944652.2368
9974,0,104687,0,0,0,79944737.920000002
10059,0,104687,0,0,0,79944823.744000003
10145,0,104687,0,0,0,79944909.427200004
10231,0,104687,0,0,0,79944995.071999997
10317,0,104687,0,0,0,79945080.972800002
10402,0,104687,0,0,0,79945166.668800011
10488,0,104687,0,0,0,79945252.288000003
10574,0,104687,0,0,0,79945337.945600003
10659,0,104687,0,0,0,79945423.782399997
10745,0,104687,0,0,0,79945509.593600005
10831,0,104687,0,0,0,79945595.225600004
10916,0,104687,0,0,0,79945680.857600003
11002,0,104687,0,0,0,79945766.771200001
11088,0,104687,0,0,0,79945852.377599999
11174,0,104687,0,0,0,79945938.048000008
11259,0,104687,0,0,0,79946023.859200001
11345,0,104687,0,0,0,79946109.593600005
11431,0,104687,0,0,0,79946195.2896
11516,0,104687,0,0,0,79946280.934400007
11602,0,104687,0,0,0,79946366.604800001
11688,0,104687,0,0,0,79946452.313600004
11773,0,104687,0,0,0,79946538.252800003
11859,0,104687,0,0,0,79946623.923200011
11945,0,104687,0,0,0,79946709.4912
12031,0,104687,0,0,0,79946795.276800007
12116,0,104687,0,0,0,79946880.998400003
12202,0,104687,0,0,0,79946966.707200006
12288,0,104687,0,0,0,79947052.390400007
12373,0,104687,0,0,0,79947138.112000003
12459,0,104687,0,0,0,79947223.974399999
12545,0,104687,0,0,0,79947309.606399998
12630,0,104687,0,0,0,79947395.302400008
12716,0,104687,0,0,0,79947481.062399998
12802,0,104687,0,0,0,79947566.668800011
12887,0,104687,0,0,0,79947652.659199998
12973,0,104687,0,0,0,79947738.227200001
13059,0,104687,0,0,0,79947823.846400008
13145,0,104687,0,0,0,79947909.593600005
13230,0,104687,0,0,0,79947995.18720001
13316,0,104687,0,0,0,79948081.049600005
13402,0,104687,0,0,0,79948166.771200001
13487,0,104687,0,0,0,79948252.569600001
13573,0,104687,0,0,0,79948338.09920001
13660,0,104687,0,0,0,79948423.910400003
13745,0,104687,0,0,0,79948509.683200002
13831,0,104687,0,0,0,79948595.366400003
13917,0,104687,0,0,0,79948681.075200006
14002,0,104687,0,0,0,79948766.694399998
14088,0,104687,0,0,0,79948852.300800011
14174,0,104687,0,0,0,79948938.214400008
14260,0,104687,0,0,0,79949023.961600006
14345,0,104687,0,0,0,79949109.529600009
14431,0,104687,0,0,0,79949195.2896
14517,0,104687,0,0,0,79949281.100800008
14602,0,104687,0,0,0,79949366.758400008
14688,0,104687,0,0,0,79949452.403200001
14774,0,104687,0,0,0,79949538.252800003
14859,0,104687,0,0,0,79949623.807999998
14945,0,104687,0,0,0,79949709.631999999
15031,0,104687,0,0,0,79949795.263999999
15116,0,104687,0,0,0,79949881.100800008
15202,0,104687,0,0,0,79949966.758400008
15288,0,104687,0,0,0,79950052.300800011
15374,0,104687,0,0,0,79950138.24000001
15459,0,104687,0,0,0,79950224
15545,0,104687,0,0,0,79950309.529600009
15631,0,104687,0,0,0,79950395.340800002
15716,0,104687,0,0,0,79950481.024000004
15802,0,104687,0,0,0,79950566.732800007
15888,0,104687,0,0,0,79950652.416000009
15973,0,104687,0,0,0,79950738.112000003
16059,0,104687,0,0,0,79950823.89760001
16145,0,104687,0,0,0,79950909.439999998
16230,0,104687,0,0,0,79950995.328000009
16316,0,104687,0,0,0,79951081.088
16402,0,104687,0,0,0,79951166.656000003
16487,0,104687,0,0,0,79951252.403200001
